OID_,Length,TWI,TWI_5,TWI_10,TWI_15,Slope,Slope_5,Slope_10,Slope_15,Irrigation_Density_100,Irrigation_Density_200,Irrigation_Density_300,Irrigation_Density_400,Value,NEAR_FID,NEAR_DIST
141,4.26228654164015,5.1302605,5.3245621,5.5925136,5.6263967,12.1704025,10.5869780,7.8196144,6.7238755,0.8343664,5.7668200,4.8153934,4.3070149,4.2622867,1,818.507235807195570
142,4.04194151930446,5.2970586,5.4521599,5.4204350,5.8345361,7.2426419,5.7765636,5.6199203,5.2618117,5.9791865,5.0490742,4.2401385,3.7870808,4.0419416,1,685.200015710722710
143,2.98142259573446,10.0571737,6.6392465,6.8404922,6.6126227,0.7290756,3.6502945,2.7601438,3.3377361,6.5208831,5.7273245,4.3793116,4.7291846,2.9814227,1,721.467183849747357
144,3.27565561746894,6.5669484,6.8942513,6.9850092,6.7444425,2.9779415,2.6471069,2.4331677,3.0014441,6.0651784,5.4952097,4.3948231,4.8753562,3.2756555,1,703.607289285254751
145,5.05101197805353,8.8400879,6.1617565,5.5860376,5.8679671,2.1683888,4.5056324,7.0570936,5.9052176,9.6098557,6.0229406,4.3494711,3.9986653,5.0510120,1,761.604148013924714
146,2.60314073520353,4.4367576,5.1424432,5.4821324,5.2998590,8.6298618,8.8219900,7.8338046,8.1747599,4.9124813,4.6126218,4.6858068,4.5175395,2.6031408,1,886.956185198167759
147,3.68958292381104,6.1817102,5.8319736,6.0646319,6.0012107,3.0823967,3.5039589,4.8389988,5.2372851,11.7343321,6.1775045,4.1920242,4.3031559,3.6895828,1,792.539691778881661
148,4.00117771781199,7.9959764,5.3972692,5.4574270,5.4930158,3.2181129,10.3371344,7.9248705,7.6596651,11.3378153,6.1331158,4.1442647,4.1334348,4.0011778,1,840.622852513347084
149,4.97179357638341,6.1199832,5.9584694,5.8325858,5.5460014,6.6939440,5.6276016,5.6725349,6.0558658,9.2513504,6.7626357,4.8990512,4.4870119,4.9717937,1,429.179538671362650
150,3.15643783586469,7.2098246,8.1056433,8.0704718,7.9301243,2.4271877,2.4733355,2.5118475,2.5668755,12.4941626,6.9869957,4.6447215,3.8438947,3.1564379,1,205.169210191112086
151,4.39881934765935,4.2848067,5.3717284,6.2438822,6.5545425,8.1412659,4.9925323,4.2637057,4.5273175,1.9882947,4.8473463,4.0476294,3.6218953,4.3988194,1,372.885962255690970
152,3.16653452177687,5.1676917,6.6391301,6.6138420,6.3086276,3.6891243,2.9292541,3.4332016,3.6791098,6.2602444,3.2011101,2.8619459,2.2150156,3.1665344,1,316.702194648152840
153,3.27957196148848,5.3625407,6.9892564,7.1018648,7.1914783,4.3720999,3.6973858,3.7008526,3.1543224,0.0565796,5.7759967,4.7806821,3.0901721,3.2795720,1,176.716664422797550
154,9.46509398555387,4.7489934,6.4971175,7.0580220,7.3278060,5.9066625,4.4756217,3.6274595,3.5180223,6.3077950,3.7131441,4.7434969,3.1809576,9.4650936,1,161.232276358459103
155,8.52786837167917,5.7164650,7.2271128,7.0556488,7.3934674,3.3187377,3.8972595,3.6576355,3.4924982,6.0801439,3.5373998,4.5732803,3.1386728,8.5278683,1,162.095643340310005
156,8.70875458456113,5.8199277,7.0288129,7.1111627,7.2828121,3.2119751,3.4799595,3.2851546,3.3762591,6.2460089,3.4445484,4.6978483,3.2949481,8.7087545,1,195.299908861845040
157,8.93918255416865,5.5418811,7.0826964,7.1512485,7.2537637,3.6858056,3.3546445,3.1706057,3.3448670,6.2981229,3.3709245,4.7122979,3.3309216,8.9391823,1,202.818060588260181
158,9.32974800193484,4.8617482,7.2626710,6.9875779,7.2007523,3.6991806,2.7489026,3.2340460,3.2441866,6.3347254,3.2700334,4.6398740,3.4294467,9.3297482,1,228.207199029387198
159,5.505379904684,7.8706236,6.0032735,6.2429571,6.3253365,2.2650046,3.6235723,3.4025009,3.1681738,7.2396231,4.1431794,3.8968487,3.6627147,5.5053797,1,369.104803445696632
160,5.6461618162453,9.2050409,7.2577682,7.2951541,6.7830381,2.9432187,3.5790880,3.2981186,3.7836850,0.6674997,3.3224902,2.8153017,3.7114713,5.6461620,1,333.065194417162274
161,4.60005225327979,5.7402334,6.9340963,6.9904685,6.7348976,3.4829614,3.0643771,3.7339242,3.9324970,0.0000000,3.3152802,2.7589104,3.6542027,4.6000524,1,318.455683397825851
162,3.86214900731494,5.7995100,6.2292318,6.3385115,6.2612901,1.4908783,2.0859907,3.2487311,3.2544389,5.1389751,5.4756732,4.0543971,4.1890402,3.8621490,1,395.699088410905745
163,3.10319235744029,5.9662848,5.9930820,5.9557476,6.1619549,1.4307939,2.6562908,3.9351737,3.4907241,5.9458022,5.4184947,4.0387325,3.9300237,3.1031923,1,425.391050302284043
164,4.67612342859262,6.5164347,7.3654842,6.7715311,6.4955263,1.9755595,2.6707170,3.0408409,3.2375531,1.2523960,5.6588511,4.1005497,4.4936991,4.6761236,1,375.888008999083695
165,3.4428976421125,9.3513708,7.5707006,7.0188150,7.2691507,3.2295344,3.1388233,3.0292776,3.0055623,6.1660728,3.2131989,5.3047719,4.9958310,3.4428976,1,374.631213800649562
166,2.00046380821443,7.8325438,6.2563605,5.9580164,6.3335166,1.2196255,2.9237201,4.4767895,4.2515731,6.2884493,3.9387608,5.2459087,4.5993128,2.0004637,1,460.661688273124810
167,4.08229362713031,5.5709929,5.8321023,5.9337444,6.0268950,2.5186682,3.5251131,5.0080781,5.1728644,6.2180185,3.9849820,5.2358894,4.5708866,4.0822935,1,591.809785279537778
168,1.58060516489093,6.9682584,8.0088110,7.4310861,6.9651575,0.4911076,0.5653381,1.3048517,2.1943469,0.8913366,1.8422726,1.3567365,1.0295326,1.5806051,1,2246.570231066092219
169,6.91952505050938,6.4532623,7.1808205,7.2743225,7.0496931,1.6480204,2.1691833,2.6825666,3.0837538,4.4543605,5.1107306,4.5729156,3.9409997,6.9195251,1,234.301544057349275
170,10.531910911291,7.5611811,6.8256416,7.0770202,7.0031414,4.3676028,3.9083848,3.8837788,3.8982849,6.7061281,4.6466579,4.2335014,3.0212805,10.5319109,1,109.014152541838968
171,13.0481691260963,6.8944120,7.1739841,6.7398119,7.0934377,2.7427595,3.7225471,4.0394049,3.8609242,6.1783633,3.4710162,4.2264385,2.9213514,13.0481691,1,104.531458791313653
172,7.84440094804609,6.7794447,6.9119115,6.5860510,6.6683626,2.8608098,3.7506940,4.1286030,4.2168083,8.0871239,4.7357168,3.8088453,2.8536537,7.8444009,1,65.463741935132433
173,4.07391760855113,5.9138846,6.3106890,6.3785410,6.2638812,1.7003955,2.0475366,3.4232368,3.3081601,4.0134144,5.5550761,4.0726914,4.3021731,4.0739174,1,399.639475021109604
174,6.00026512805214,7.9626322,7.5090661,7.5298891,7.5339041,3.6817062,3.5447514,3.3871431,3.4358857,1.2058281,4.7167282,3.1900966,3.2405322,6.0002651,1,155.185649211528670
175,7.01388187135712,7.5927367,7.9049201,7.6028709,7.1365643,3.5805957,3.4041424,3.4585435,3.6974547,5.2434368,5.8171101,4.1062756,3.4566402,7.0138817,1,139.703216665060239
176,6.73318909906307,6.1912479,7.8911490,7.8217773,7.3567443,1.8495373,2.3826354,2.6383481,2.9072480,1.0120603,5.4248557,4.6276069,4.2584257,6.7331891,1,246.340853295171542
177,3.73873957440265,5.6427879,6.5224595,7.6499867,7.6415668,3.6437349,3.2288697,2.7908394,2.7699065,6.3355856,4.1659255,5.1035743,4.0797458,3.7387395,1,193.864762616394557
178,4.26026012871206,6.7387843,6.9770660,6.0845194,6.2045636,2.4599097,2.5808134,4.0564828,3.6243358,5.3534484,3.2551494,3.3208892,3.2941990,4.2602601,1,401.452310440907354
179,6.09123622033809,6.9904261,7.9289346,7.6750059,7.2827802,1.4152216,2.3325491,2.6640439,2.9349821,0.3041938,5.5034781,4.6289563,4.2420621,6.0912361,1,246.387623002982053
180,7.75642120440024,7.1016278,7.3816156,6.7040157,7.0619555,3.1921754,3.2232742,3.8479726,3.9519665,4.5272136,4.1888270,3.5569868,2.7376025,7.7564211,1,86.074995513762545
181,3.52109111696229,5.6665115,6.2397556,6.3698940,6.1847706,3.5696502,3.7372241,4.3410277,4.3347745,2.2963102,3.7454422,2.8369279,2.7784340,3.5210912,1,260.511854901448828
182,3.95499452553299,6.6542435,6.0195832,6.2410455,6.3175735,3.6313684,5.1922774,5.0613708,4.6340528,5.9507198,5.2777576,3.1558857,3.3671319,3.9549944,1,62.585815217183658
183,7.55827434329394,7.0364804,5.9904108,6.3164673,6.3857422,3.3049834,4.7521563,4.7021260,4.5382743,7.5447521,5.1985521,3.1435223,3.2859659,7.5582743,1,58.318869033397313
184,6.88923635430227,6.7854815,6.9893079,6.6024280,6.5812588,3.2743707,3.5150499,4.2078137,4.2958388,8.3835249,5.1590190,3.4481235,3.1340024,6.8892365,1,67.398661006180262
185,4.76799605897183,7.6089492,7.9579959,7.1243744,6.8300462,2.3447847,2.8361335,3.0158989,3.0749876,0.2638444,5.7198901,4.1182504,4.4620748,4.7679958,1,341.037025626903016
186,4.75553259679948,7.5585747,7.9282227,7.2624173,6.9810615,2.6752603,2.9244132,2.9852655,2.9854054,0.3119941,5.7314649,4.3231063,4.4166422,4.7555327,1,323.832823303663019
187,6.13420678638877,5.4734716,7.2399874,7.5830250,7.4911885,3.4576087,3.3108108,3.2750983,3.4323089,0.0000000,4.5452418,2.9799531,3.4575324,6.1342068,1,167.610547185905489
188,4.96336041151138,8.1652784,7.3190675,7.1598163,7.3241997,3.3273754,3.4766634,3.5783968,3.5813885,0.0000000,4.5137362,2.8255842,3.3058133,4.9633603,1,117.534934306085816
189,9.56618824644927,8.0810013,8.8797169,7.8568931,7.8292155,2.2279134,1.9993992,2.2778525,2.1074312,5.6842346,3.0590823,2.0655701,1.3793288,9.5661879,1,506.487305741965827
190,6.21426958726023,5.8604751,7.2568054,7.8348761,7.4560313,1.7176633,1.2875814,1.2207184,1.7048721,4.1588359,3.1250534,1.8602685,1.2521896,6.2142696,1,595.528557183441080
191,2.9905709486263,6.9869447,8.0642881,8.3471851,8.0268116,2.1621945,2.1728103,2.3053193,2.5199573,4.1677046,5.1638780,4.2225547,4.2586508,2.9905710,1,159.633640989340108
192,3.20833580007518,6.5616908,7.1787820,7.6139874,7.3649006,2.5832846,2.5313063,2.7833180,2.9276216,2.3559694,4.1262484,3.3596444,3.0450740,3.2083359,1,45.178035244758071
193,3.73988561434042,8.4649200,8.5461245,7.6915507,7.9192390,2.9329879,2.6283050,2.6278095,2.6597281,5.2568116,4.8092289,4.9904895,4.4196305,3.7398856,1,210.941998618680230
194,4.20996079401193,9.3271475,7.9234757,7.1838837,7.0186434,1.2634906,2.1288736,3.1595070,3.0832646,2.8263052,4.9305711,4.9824400,4.9655066,4.2099609,1,436.381989769201766
195,3.16960045489282,11.4927883,7.3965917,7.1757221,7.3806648,2.7599664,3.0082872,2.9640191,2.9559901,6.2019906,3.1892812,5.2666616,4.9815512,3.1696005,1,360.727224974335286
196,5.21924694959188,5.0761404,6.3671255,6.2040448,5.8863597,3.2785206,3.5824037,4.4481692,5.4040675,9.3981342,5.1963673,5.9389510,5.7432275,5.2192469,1,335.380203879130363
197,4.47099951385152,4.8247566,6.4204602,6.1710620,5.8830476,4.6129985,3.4248693,4.4582806,5.3331046,9.6188002,5.3553123,5.9519448,5.6714759,4.4709997,1,331.254759667868427
198,4.94885211087188,9.6620359,6.4520168,6.2154493,5.9569120,2.3675754,3.1751537,4.4077926,5.0801983,9.7108307,5.1117334,6.2469950,5.6580644,4.9488521,1,322.207821505070910
199,4.27418018041047,6.4467826,6.3545833,6.5489011,6.7464485,6.8090186,4.4072938,4.4781051,4.1415629,6.7615423,7.2497683,6.5889845,5.3589149,4.2741804,1,232.967766773004399
200,4.01396554264282,5.0314803,6.1275144,6.1456246,6.2770782,3.2661088,4.2275462,4.4549532,4.2179732,9.0513172,5.6374364,6.9396133,5.6165400,4.0139656,1,268.374315340692476
201,3.18632046841428,7.2705755,6.4137316,6.2758865,6.5306764,5.5345688,5.7878194,4.9053502,4.2237811,5.5998921,7.6717944,5.6399999,5.0975151,3.1863205,1,233.577224013385461
202,4.00891299243626,6.1885138,6.0985918,5.8574500,5.7829652,3.3811018,3.9929631,4.6018991,5.3239646,10.1556845,6.6600523,4.7732115,5.2587681,4.0089130,1,350.512726140675966
203,3.32380182539722,9.5775814,7.0393686,7.7338338,7.5927138,0.6890838,2.6520162,2.7827971,2.8567135,6.1995664,3.5506811,5.4016924,4.7623596,3.3238018,1,326.934633141461063
204,3.44321136450167,5.9904184,5.8630843,6.3191557,6.2565775,3.5746558,4.1846356,4.9815965,3.8941283,4.3040495,5.5260110,4.2775702,4.4888215,3.4432113,1,428.455712832452605
205,5.01745354669873,6.6131606,6.6403990,6.0089808,6.1694036,3.1754980,3.0689054,4.1733365,3.4327416,6.9657931,3.4212554,3.7058125,3.4171071,5.0174537,1,401.618589404256966
206,3.70322405008844,9.3814878,8.4524879,8.1320667,7.6723466,2.7069395,2.7068396,2.5908360,2.7572951,5.2747312,4.6238546,5.2591653,4.2611494,3.7032239,1,250.920979207649992
207,4.25648497449174,7.8316150,7.5189075,7.3735147,6.9520540,2.6707327,3.0094600,3.3509033,3.5944242,4.9098740,6.0284472,3.9972575,3.6837294,4.2564850,1,136.624323065523896
208,5.30548348134026,3.9775264,4.8294024,5.8461275,5.8991356,13.4882479,9.1478930,5.4510403,5.2820330,6.3838282,3.8642795,5.5747147,5.1012244,5.3054833,1,560.395502485491306
209,6.09669053330396,9.3364239,8.4002056,7.8534431,7.8262396,1.8730447,2.5436680,2.9400718,3.0206237,11.8831987,7.6945300,6.3091168,4.5911751,6.0966907,1,288.519946883968657
210,5.32306597700395,8.4627409,7.5769324,7.5089130,7.0101652,2.6339002,3.0487609,3.3222680,3.5993545,2.6929519,6.3233266,3.6758745,3.8042569,5.3230658,1,135.424096248333200
211,4.91873244636341,5.3299656,6.1060081,6.4852643,6.3142414,2.7130427,2.9925683,3.9355519,4.4232244,0.0000000,2.8764029,2.6083057,3.6164498,4.9187326,1,358.955501269389629
212,4.38191560428521,6.5921025,5.8452158,5.9850225,6.4479246,4.4132032,5.7803593,5.2431731,4.0782175,0.0000000,0.0000000,2.2845030,2.5793455,4.3819156,1,469.229020749600750
213,3.74008747689912,5.9659433,5.8497677,6.0045896,6.4390755,5.6133976,6.1161842,5.3274488,4.0694990,0.0000000,0.0000000,2.1317611,2.5926771,3.7400875,1,467.585602338660522
214,4.77094521617242,4.1499729,5.8890653,5.9693842,6.4502177,7.9066992,4.6261954,4.7020245,4.2233191,0.0000000,2.3676820,2.8545942,2.5171235,4.7709451,1,473.450872522831219
215,4.42317169261093,7.5237303,7.7981987,7.8563752,7.9343185,1.9986554,1.6030992,1.4449191,1.3562425,0.0000000,0.0000000,0.1549391,1.9784795,4.4231715,1,632.022674471355117
216,3.55458845098883,9.3163996,8.1189461,7.5007982,7.7148838,3.1493084,3.1991189,3.5088987,3.5183568,5.9415216,3.1536119,1.8828129,1.2589350,3.5545886,1,213.330260003366988
217,6.54218314632062,7.3955426,6.2996778,6.5866055,6.6669145,2.3690393,2.8716319,3.2006564,2.9218252,5.3602805,4.9486208,4.3879590,3.8885796,6.5421829,1,302.471072608772261
218,6.0696423524013,4.6939893,6.3902369,6.3712401,6.9506707,4.8074722,3.6360307,3.7139533,3.0690885,6.4697847,3.4359095,4.4098802,3.6799984,6.0696425,1,286.513319205743187
219,4.45253003245935,6.4480085,7.5438762,7.4177384,7.2484360,3.2998135,3.0778756,2.8502676,2.8014176,0.7106055,5.6673183,4.7442579,4.2867088,4.4525299,1,280.375561021950205
220,7.05971827904198,6.0099897,6.4842014,7.1071272,6.9294629,2.4249482,2.4150813,2.8550413,3.0530214,5.1792126,4.9127865,4.6943464,3.7833257,7.0597181,1,244.263836484037085
221,5.66738545044774,8.0621309,8.3402700,7.9018865,7.3486786,2.5715766,2.5100243,2.6726732,3.0439136,1.3901960,6.3460703,4.3290153,4.1483908,5.6673856,1,203.632085636221490
222,4.95424806867753,9.0280876,7.7798719,7.7353668,7.4035578,2.7426949,2.8877125,2.8329482,2.8655274,5.2984533,5.9808912,4.5611963,3.8705671,4.9542480,1,174.411334807849329
223,3.8511802929481,7.3974209,7.2020950,6.8715577,6.6147952,3.1952319,3.1825197,4.2570190,4.1304269,7.0265136,5.6939297,3.7351272,3.5436363,3.8511803,1,110.242325503973206
224,4.27945398069594,4.5467911,5.4127545,6.7797289,6.8302650,5.9204335,4.7863903,3.0848119,3.0723913,6.9747152,6.1432657,6.0181079,5.6097002,4.2794538,1,303.979927586754968
225,3.56093290313086,6.6100564,7.0057774,6.7648687,6.5316238,2.0415034,2.5131972,2.9758511,3.4824121,6.8844090,7.1316295,5.4699302,5.5870123,3.5609329,1,362.408014369465491
226,3.72327157797684,7.4726496,7.6663795,7.9195499,8.1278391,2.9068449,2.6427212,2.6528680,2.5948761,0.3249291,5.2046070,4.5492096,5.2792277,3.7232716,1,308.002682754651687
227,3.51574000471363,8.6758804,7.9139895,7.5528440,7.6334291,1.9648485,2.4966955,2.6262970,2.6356452,4.8640022,4.8134470,6.2948561,5.4741192,3.5157399,1,221.408223727163204
228,3.31072348872545,8.2553377,8.1807308,7.1722918,7.3484077,2.4048541,2.4871552,2.7662530,2.8316112,5.5349879,4.9024487,4.3783903,3.6581020,3.3107235,1,121.385114521834510
229,4.45817602101881,6.8588185,6.7342520,7.2359571,7.1865382,3.4283049,4.0310731,3.4471920,3.3924265,4.2438841,6.5909796,6.9076557,5.7064848,4.4581761,1,135.484107442412835
230,5.35821718394278,6.0955276,5.7794590,6.4666991,6.5336084,4.2280874,4.1995926,3.8247268,3.6824007,5.4467001,6.6497903,7.4232368,5.9718871,5.3582172,1,247.843055738695227
231,4.30792715053545,8.5429163,6.9317770,6.6045909,6.7064881,4.2785025,4.0779519,4.2356973,3.9755549,7.0290704,6.4371147,7.0580101,5.5607963,4.3079271,1,234.044665045834449
232,5.55631808438079,5.0896950,6.2593393,6.1843710,5.8354368,2.9521139,4.1565866,4.4705062,5.6058602,9.2692986,5.3169799,5.7174058,5.7774658,5.5563183,1,343.636970224815059
233,4.71399462926395,5.5719995,6.1130114,6.0520544,5.7845688,1.8205374,4.0348849,4.4908309,5.4998298,9.7529211,6.3851132,5.3710232,5.5498838,4.7139945,1,336.452842325938377
234,4.64738342874189,5.6596727,6.1840944,6.1873627,6.1905842,4.4165530,4.0520654,4.3769116,4.2355924,9.5965366,5.3856325,6.9025493,5.6367922,4.6473832,1,277.938392596923620
235,4.29071664077371,5.8688068,5.9114614,6.0154133,5.8679023,5.9280858,4.0234971,4.6419735,5.0322971,10.1414909,6.5365648,6.0866795,5.4861083,4.2907166,1,306.954813804942376
236,5.00568160091777,5.3221064,5.8219509,5.9616942,6.1819892,2.8164957,4.4839435,4.8414531,4.4720926,8.9265165,6.5816007,6.6340976,5.4730616,5.0056815,1,267.905552654757855
237,3.30445893483695,4.8052225,5.8789458,5.9812760,5.8597584,7.9729595,4.7994461,4.1150379,4.9287415,11.0175772,6.8332052,5.1882677,4.9934349,3.3044589,1,330.926955055777796
238,4.2893228481277,6.1789064,5.5924077,5.8946676,5.7427368,5.1050792,4.3878007,4.7089291,5.3342223,10.1043167,6.9110732,5.6819029,5.3960042,4.2893229,1,316.330252522072158
239,2.93640556658862,5.8175101,6.0148578,5.9933562,5.7327914,4.8776078,4.2792387,4.5923133,5.6816754,9.4817390,6.4228044,4.9061775,5.5318766,2.9364057,1,349.294683266242998
240,4.10881076643857,5.7216673,5.5044351,5.6755185,5.6319747,2.9560306,6.0266213,6.2949386,6.3700366,7.2798815,5.9451532,4.5122757,5.7169366,4.1088109,1,395.771356416421895
241,5.08339281580035,6.1083078,5.5762019,5.8066616,5.6551671,3.4054921,6.0183873,5.8939939,6.3206472,7.8908229,5.7847867,4.8245769,5.7547679,5.0833926,1,383.262918231727724
242,6.34905955580668,7.3200936,7.1084919,6.8598151,6.8371234,3.6841350,3.4405267,3.6261222,3.4021509,0.0000000,3.1254635,3.1527731,2.8674443,6.3490596,1,133.911804517595073
243,5.22209806994227,5.2142339,6.6792450,7.0479584,6.8692141,2.6230276,3.4153483,3.3479850,3.4685824,0.0000000,1.9196173,2.7864351,2.9193051,5.2220979,1,229.728360632523533
244,2.97348707293387,7.7305779,6.9947658,6.8081527,6.8666272,3.3961895,3.2048149,3.3532481,3.4411438,0.0000000,1.7628527,2.7817278,2.6897576,2.9734871,1,158.746160592781337
245,3.52094589559704,5.5883307,5.9242463,6.4621153,6.4100227,2.7669625,3.6160591,3.8031106,4.1191473,1.8965029,3.1791523,2.8853304,3.2895234,3.5209458,1,334.582529644974443
246,3.81549724389498,4.9329534,6.1344280,6.4487948,6.4449258,3.9953058,3.5979106,3.6971996,4.0205097,2.5669196,3.9607258,3.0251293,2.9777973,3.8154972,1,330.128845821474613
247,3.87215285364878,5.9971905,5.8686714,6.2582302,6.1847124,1.3169577,4.1071653,3.9512086,4.3458433,0.9003918,2.8387358,2.7893298,3.2887115,3.8721528,1,361.834129344791847
248,2.50936858962405,5.3621926,5.8037019,6.4744024,6.4787498,3.0183232,3.1664109,3.4034190,3.9258635,10.4937592,6.2773886,3.8488433,2.7544382,2.5093687,1,100.268324482108397
249,5.32902262818,6.6169338,6.0546508,5.5343623,5.8294458,2.6162896,4.1442461,6.8618379,6.0606842,6.3194385,3.4636838,2.6769221,2.1568885,5.3290224,1,443.956897080741669
250,4.34157081857978,5.4370646,5.9023514,5.8551288,5.9388752,8.1216955,6.8613186,5.0450320,5.2429485,4.3141823,3.8310883,2.8186188,2.2447631,4.3415709,1,421.715802627604944
251,4.8168420381995,5.2776089,5.2141328,5.4848137,5.4481268,11.9603157,8.3772593,7.5548701,7.3475223,6.2965069,3.1713481,2.4875622,2.0071745,4.8168421,1,484.073698737595578
252,4.39315641926942,3.5037949,5.1898317,5.5051908,5.3589940,18.7975006,8.5742960,7.7341509,7.6291590,6.0595508,3.1226747,2.3508041,1.9352403,4.3931565,1,512.479110652049712
253,4.02971867269132,4.7738066,5.3932648,5.7627187,5.6587191,8.5952911,6.6331801,6.9441571,6.6672001,6.0663171,3.1301596,2.2418964,1.8848764,4.0297189,1,541.371638310725984
254,3.50703130362736,6.5652766,6.5632238,6.6819868,6.4601102,1.6785065,2.8270564,3.0250156,4.0787210,6.2311726,4.1704245,2.9844067,3.0302944,3.5070312,1,346.289284015881549
255,4.93183807776667,5.3956151,5.2638140,5.9711328,6.3268676,5.1821079,6.1584988,5.5903711,5.1416988,0.0000000,1.5862811,2.1185985,2.9590220,4.9318380,1,368.437883286611225
256,7.16145675791786,4.6321225,4.9537115,5.3880892,6.0388279,12.9753695,8.9998770,7.4863391,5.7315435,0.0000000,1.2448733,1.7261739,2.4970019,7.1614566,1,400.438228931791741
257,4.16361463315521,9.2257776,5.8838167,5.6997066,5.4838128,1.5937204,6.9249406,6.9956975,7.3152771,6.1299314,3.1997569,2.3774397,1.9628812,4.1636147,1,536.338798934849592
258,5.4794175175634,5.3731427,5.4389305,5.7382927,5.4769158,11.9023266,7.3969030,6.5688181,7.2898192,6.2442889,3.2587543,2.5672166,2.0471616,5.4794173,1,485.027653964279978
259,2.98361432056587,8.0498381,6.4541793,6.3798203,6.2599912,1.8131677,3.8229675,3.9715223,4.3623452,6.1784959,3.1659968,2.1245685,2.8920698,2.9836142,1,697.502118944266840
260,2.12112947618314,8.4830437,6.8681879,6.6212521,6.6917982,1.3764144,3.7861340,3.0790899,2.4207993,4.3436117,2.9786589,3.1717029,3.0080352,2.1211295,1,781.272426396512174
261,2.3055354531427,5.1196837,6.0010719,6.4163027,6.7697268,2.9978387,3.6162562,2.8283834,2.2417259,5.9289098,3.1327982,2.8027301,3.2462380,2.3055356,1,781.876355642653380
262,2.16769981769236,7.9515576,6.9709959,6.6083512,6.8888493,0.9959581,1.4226755,2.3888311,2.0434813,6.1588602,3.1576312,2.4898391,3.3696396,2.1676998,1,774.109015909641471
263,3.03749341492214,6.9751630,6.6215076,6.6051435,6.5026126,0.7505968,1.9799566,2.0474050,2.4265618,5.8108649,3.6399736,3.5608826,3.1204796,3.0374935,1,873.643937558887274
264,4.13308035477103,5.5026703,6.9693627,7.0347695,6.7250581,2.5830793,1.4225448,1.4540993,3.2869985,4.7087436,5.3868494,3.3445134,2.9094105,4.1330805,1,1018.107033914740782
265,4.90073561953506,7.0542908,7.5337481,6.4673986,6.2666392,0.6576483,1.5584928,5.4596338,5.4491305,8.5603542,4.8058610,3.2035685,2.8409870,4.9007359,1,1062.232364401577570
266,4.23972542387671,6.5160913,7.3818049,7.3414674,7.3366475,0.9035680,0.8909445,1.2329326,1.4951304,0.0000000,3.3651681,3.4134281,2.8030043,4.2397256,1,770.123592753494790
267,3.18319375759955,8.2413225,7.6804867,7.6231060,7.2526002,0.3151574,0.5793366,0.7968879,1.4519775,2.8811836,2.9245760,3.2408910,3.2135949,3.1831937,1,795.613620865657822
268,3.39169630778999,6.5317187,6.5203919,6.4934669,6.4236927,1.9686266,2.5417325,2.4662700,3.1705823,0.2019388,5.7418756,3.6470859,2.7918129,3.3916962,1,942.735639665292069
269,8.17582762335569,5.6807876,5.3876987,5.1431751,5.0655499,7.9812846,10.9908428,10.9338303,9.6548719,0.0000000,0.0000000,1.1989869,1.9169018,8.1758280,1,1286.091833151652736
270,4.87544144723259,,5.3691039,5.2397661,5.2587037,,8.6095409,8.5776167,9.1191378,0.0000000,0.0000000,0.0000000,0.7972999,4.8754416,1,1430.513605442852622
271,9.54393524807861,4.9428935,5.3752556,5.6536975,5.6283898,3.6502120,7.1806154,6.6236424,7.6901636,0.0000000,0.0000000,0.0000000,0.7573675,9.5439348,1,1561.741738393184278
272,5.94622163612907,5.3631001,5.2512093,5.2577600,5.4223633,14.8927631,16.1800976,10.8740940,9.2074471,0.0000000,0.0000000,0.0114056,0.8241208,5.9462218,1,1504.691422106337541
273,6.87059998193189,4.7174478,5.0981212,5.2550583,5.2778373,5.4037132,10.2848969,9.3882065,8.9425535,0.0000000,0.6250623,1.8202049,1.2842654,6.8705997,1,1386.474459709767643
274,4.74471453691539,6.9684863,5.5863438,5.2802725,5.2038670,8.0212431,10.1025581,10.9175062,9.6586695,0.0000000,1.7974420,1.7333266,1.4366864,4.7447147,1,1327.175015173358815
275,6.11092505081431,4.3380570,5.5137444,5.3465838,5.3989248,20.3621140,14.4186993,11.0263300,9.9136963,0.0000000,0.0000000,0.2754336,1.0488482,6.1109252,1,1481.655105846672768
276,7.77085813739285,4.9335022,5.1035595,4.9878497,4.9831266,10.4641447,12.3758612,12.3297958,10.7881508,0.4795227,2.6719439,2.1716959,1.4478972,7.7708583,1,1299.094365689950337
277,6.67085224671955,4.8980961,5.4243007,5.0152774,4.9541850,17.6968346,11.9414940,12.1846476,10.6390734,1.6332164,2.9816287,2.0946698,1.5401586,6.6708522,1,1310.748398386349891
278,1.58117829459562,4.0028758,4.7189436,5.4246855,5.5945148,22.0377827,15.7674484,8.7153330,7.3733358,5.4936223,3.2266133,2.3209903,2.3295450,1.5811783,1,1099.986373274603466
279,2.89892904444503,,5.0622544,5.3138666,5.3356781,,6.7853618,7.0122185,9.2717466,0.0000000,2.7566071,3.1090481,2.6987641,2.8989291,1,1067.381693349344232
280,6.2709869158907,5.4644499,5.5481129,5.5518694,5.5363998,12.0750914,11.1306486,8.2560825,7.3559790,0.0000000,0.7145211,2.3524537,2.3758082,6.2709870,1,1194.422940000794142
281,2.97232686756163,7.1696286,8.3095293,8.2511768,7.8763885,0.3707809,0.2918771,0.4311299,0.7689902,7.3300352,4.3483176,3.7778349,3.3568974,2.9723268,1,1875.392350905953435
